-- Hindi --

CANT_START_SINGLEPLAYER = "त्रुटि: सिंगलप्लेयर प्रक्रिया नहीं बना सका।" HELP_SAVEITEMS = "Save Loot" HELP_SAVEITEMS_TEXT = "Loot \ n \ NUse को बचाने के लिए अपने फावड़े को दफनाने के लिए जमीन में अपने सामानों को \ nsave करें। \ n n सुनिश्चित करें कि आप \ Nxact पर उसी स्थान पर खड़े रहें जो बाद में पुन: प्राप्त करने के लिए \ Nxact सुनिश्चित करें।" HELP_KARMA = "कर्म" HELP_KARMA_TEXT = "कर्म \ n \ n यदि आप अन्य खिलाड़ियों पर हमला करते हैं तो \ n आपके कर्म में गिरावट आएगी और \ n आपका नाम लाल हो जाएगा। \ n \ n समय के साथ-साथ यदि \ nyou अन्य खिलाड़ियों को चोट नहीं पहुंचाता। \ n \ n स्वर्ण नामों के साथ \ n काम करने के लिए अन्य \ nplayers (कारों को छोड़कर) से नुकसान के कारण \ Ntheir 100% कर्म हैं। " TUTORIAL_MESSAGE_7 = "संकेत: इसे बनाने के लिए अपने हैंड स्लॉट में एक बिल्डिंग आइटम रखें।" TUTORIAL_MESSAGE_8 = "संकेत: अपना प्रोफ़ाइल खोलने के लिए किसी अन्य खिलाड़ी पर राइट क्लिक करें।" TUTORIAL_MESSAGE_9 = "संकेत: अपनी वस्तुओं को जमीन में दफनाने के लिए अपने फावड़े से हमला करें।" TUTORIAL_MESSAGE_10 = "संकेत: घूमने के लिए दायाँ माउस पकड़ें। निर्माण के लिए स्पेस दबाएँ।" TOOLTIP_RESOURCE = "Loot करने के लिए हमला" TOOLTIP_ITEMSTORAGE = "E को खोलने के लिए E दबाएँ" TOOLTIP_INTERACT = "E को बातचीत के लिए दबाएँ" TUTORIAL_ISLAND_ICKUPSTICK = "छड़ी देखें? ई के साथ इसे चुनें?" TUTORIAL_ISLAND_OPENINVENTORY = "बाईं ओर TAB के साथ या प्रतीक के साथ अपनी सूची खोलें।" TUTORIAL_ISLAND_CLICKTARGET = "किसी जानवर पर क्लिक करें या उस पर हमला करने के लिए स्पेस रखें।" TUTORIAL_ISLAND_TARGETRING = "आपके लक्ष्य के चारों ओर लाल वलय आपके लक्ष्य के स्वास्थ्य को इंगित करता है।" TUTORIAL_ISLAND_CRAFTING = "क्राफ्टिंग मेनू खोलने के लिए C दबाएं।" TUTORIAL_ISLAND_CRAFTCAMPFIRE = "एक कैम्पफ़ायर को क्राफ्ट करें और इसे अपनी इन्वेंट्री में अपने हैंड स्लॉट में खींचें।" TUTORIAL_HINT_BUILDING = "इसे बनाने के लिए अपने भवन को अपने \ nhand स्लॉट में रखें।" TUTORIAL_ISLAND_BUILD = "ब्लू ड्राफ्ट होलोग्राम बनाने के लिए स्पेस दबाएं। इसे राइट माउस से घुमाएं।" TUTORIAL_ISLAND_IGNITEFIRECOOK = "ई के साथ आग को प्रज्वलित करें और उन्हें पकाने के लिए अपने बगल की कच्ची वस्तुओं को गिरा दें।" TUTORIAL_ISLAND_GETONBOAT = "अहोई कप्तान! यदि आप तैयार हैं तो नाव पर सवार हो जाइए।" TUTORIAL_ISLAND_FOLLOWSIGNS = "मिशन प्राप्त करने के लिए संकेतों का पालन करें।" TUTORIAL_ISLAND_HARVEST = "लकड़ी इकट्ठा करने के लिए पेड़ पर हमला करें।" TUTORIAL_ISLAND_MAP = "मानचित्र खोलने के लिए M दबाएं।" TUTORIAL_ISLAND_CHAT = "विश्व स्तर पर या स्थानीय रूप से चैट करने के लिए T दबाएं या दर्ज करें।" EVENT_4 = "कोई मछली आसपास नहीं" EVENT_5 = "बहुत सक्रिय मिशन" EVENT_7 = "पहले से ही इस मिशन पर" EVENT_8 = "अम्मो के बाहर" EVENT_9 = "बाहर निकलें" EVENT_10 = "नहीं कर सकते संतों को चोट" EVENT_11 = "भवन की मरम्मत।" "STEAM_INV_GET_KEY =" 1 कुंजी प्राप्त करें "STEAM_INV_GET_KEYS =" 5 कुंजी प्राप्त करें "STEAM_INV_COMMUNITY_MARKET =" \ _ \ _ \ _ \ _ " ... "STEAM_INV_NEW_ITEM =" आपका नया आइटम: "STEAM_PLEASE_REVIEW =" यदि आप \ nImune का आनंद लेते हैं, तो कृपया एक अच्छा \ nreview छोड़ दें, हमें \ n बहुत मदद करता है। धन्यवाद! \ N \ n <color = \ "# 87a9b0 \"> लिखें समीक्षा करें </ color> "STEAM_OPEN_CASE =" \ Na random स्टीम \ nInventory कॉस्मेटिक \ nitem (हैट या स्किन) पाने के लिए एक केस खोलें। " STEAM_BLUE_ICON = "अपने \ NSteam इन्वेंट्री में जाने के लिए नीली टोपी \ nicons का पालन करें।" ANTI_SPAM_CHAT = "<color = \" # ff0000 \ "> कृपया चैट को स्पैम न करें। कुछ समय के लिए अक्षम करें। </ color>" SHOP = "शॉप" ITEMSHOP_DESC = इसे खरीदने या बेचने के लिए किसी आइटम पर क्लिक करें। " nPrices हर दुकान में भिन्न हो सकती है। " ITEMSHOP_TOO_LESS_GOLD = "पर्याप्त नहीं \ n सोने की डली। \ n आपको आवश्यकता है:" REPAIR_NPC_NO_NEED = "यह आइटम मरम्मत करने के लिए \ nneed नहीं करता है।" REPAIR_NPC_HOWTO = "आपके हाथ को सुधारने के लिए आप जिस आइटम को \ nwant डालते हैं।" DROP_ITEM_HOWTO = "किसी वस्तु को भूमि पर खींचने के लिए उसे यहाँ खींचें"। PLAYERS_ONLINE_DESC = "बायां क्लिक: ओपन स्टीम प्रोफाइल / राइट क्लिक: <color = \" # bb6666 \ "> म्यूट </ color> / अनम्यूट" PLAYERS_INVITE_DESC = उस खिलाड़ी पर क्लिक करें जिसे आप अपनी पार्टी में आमंत्रित करना चाहते हैं। " NPC_TALK_KEEPMOVING = "चलते रहें।" NPC_TALK_PHARMACY = "मुझे गोलियां लगीं जो मुझे लगीं।" NPC_TALK_SHOP_FOOD = "भूख लगी है? यहाँ आओ!" NPC_TALK_SHOP_AMMO = "शिकार पर जा रहे हैं? मैं मदद कर सकता हूँ।" NPC_TALK_MISSION = "मुझे आपके लिए एक छोटी सी नौकरी मिली।" NPC_TALK_REPAIR = "क्या मैं आपकी वस्तुओं की मरम्मत करना चाहता हूँ?" NPC_TALK_SHOP = "कुछ भी खरीदना और बेचना! सर्वोत्तम मूल्य!" NPC_TALK_SHOP_RESOURCES = "कुछ लकड़ी की आवश्यकता है? पत्थर? धातु? या शायद कपड़ा?" PARTY_INVITE = "आमंत्रित करें" PARTY_KICK = "किक" PARTY_PROMOTE = "प्रो- / डिमोट" PARTY = "पार्टी" PARTY_SENT_INVITE = "खिलाड़ी आमंत्रित किया गया है!" PARTY_POPUP_INVITED = "\ n ने आपको अपनी पार्टी के लिए आमंत्रित किया है।" PARTY_POPUP_ALREADY_IN_PARTY = "\ n पहले से ही \ n पार्टी में है।" PARTY_POPUP_PRODEMOTED = "\ n ने आपके \ n समकक्ष रैंक को बदल दिया।" PARTY_POPUP_KICKED = "\ n ने आपको पार्टी से निकाल दिया।" PARTY_POPUP_FULL = "पार्टी \ n पहले से ही भरी हुई है।" PARTY_DESCRIPTION = "एक पार्टी शुरू करने के लिए एक खिलाड़ी को आमंत्रित करें। \ n \ n \ n सदस्य एक दूसरे से दरवाजे \ n टेस्ला कॉइल का उपयोग करने में सक्षम हैं।" MISSION = "मिशन" LOCATION = "स्थान" REWARD = "इनाम" TIME_LEFT = "समय छोड़ा" MISSION_TYPE_1 = "नष्ट करें" MISSION_TYPE_2 = "किल" MISSION_TYPE_3 = "बचाव" MISSION_PERSON_1 = "तिल" MISSION_PERSON_1 = "MISSION_PERSON_1" "कप्तान" MISSION_PERSON_4 = "सैनिक" MISSION_PERSON_5 = "चोर" MISSION_PERSON_6 = "बंधक" MISSION_PERSON_7 = "जासूस" MISSION_PERSON_8 = "एजेंट" MISSION_OBJECT_1 = "ईंधन जलाशय" MISSION_OBJECT_2 = "पावर जेनरेटर" MISSION_OBJECT_3 ​​= "संचार" MISSION_OBJECT_4 = "संचार" MISSION_OBJECT_4 = "सप्लाई" FISTS = "मुट्ठी" BERRIES_ "" बेरी = "बेरी" = "बेरी" = "बेरी" = "जनरेटर"। \ n का उपयोग बीज के रूप में किया जा सकता है। " POTATOES_RAW = "कच्चे आलू" POTATOES_RAW_DESC = "\ nmaximum स्वादिष्टता के लिए कैम्प फायर में फेंकें। \ n बीज के रूप में उपयोग किया जा सकता है।" POTATOES_COOKED = "पका हुआ आलू" POTATOES_COOKED_DESC = "सबसे अच्छी बीयर के साथ परोसा जाता है।" MEAT_RAW = "कच्चा मांस" MEAT_RAW_DESC = "अजीब खुशबू आ रही है। बेहतर है कि इसे खाने से पहले \ Na कैम्प फायर में फेंक दें।" MEAT_COOKED = "पकाया हुआ मांस" MEAT_COOKED_DESC = "मुझे शाकाहारियों से प्यार है। \ n उनका स्वाद बहुत अच्छा है।" EGGS_RAW = "कच्चा अंडा" EGGS_RAW_DESC = "खाने से पहले इसे बेहतर तरीके से \ ncampfire में फेंक दें।" EGGS_COOKED = "पकाया हुआ अंडा" EGGS_COOKED_DESC = "सनी साइड अप।" FISH_RAW = "कच्ची मछली" FISH_RAW_DESC = "खाने से पहले इसे बेहतर तरीके से \ ncampfire में फेंक दें।" FISH_COOKED = "पकी हुई मछली" FISH_COOKED_DESC = "आपने निमो पाया।" ENERGY_BAR = "कैंडी बार" ENERGY_BAR_DESC = "क्योंकि आपके दांत के दर्द से बड़े \ nproblems हैं।" MUSHROOMS = "मशरूम" MUSHROOMS_DESC = "सर्वनाश को पेंट करता है \ n चमकीले रंगों में।" RUMBOTTLE = "बोतल की रम" RUMBOTTLE_DESC = "अल्कोहल, कारण और \ Nthe सभी \ nof जीवन की समस्याओं का समाधान" CANNED_FOOD = "डिब्बाबंद भोजन" CANNED_FOOD_DESC = "पुराने अखबार की तरह स्वाद, \ nbut यह कुछ भी नहीं से बेहतर है।" WATER_DIRTY = "गंदा पानी" WATER_DIRTY_DESC = "इसे अपनी चिमनी पर पकाएं \ n इसे पीने योग्य बनाएं।" पानी = "पानी" वॉटर_डेस्क = "यह स्वाद के बिना बीयर \ nbut की तरह है।" BEER = "बीयर" BEER_DESC = "नाश्ते के लिए \ Njust की तुलना में बहुत अधिक।" सोडा = "सोडा" Soda_DESC = "यह गूलर \ Na वास्तविक जीवन रक्षक है।" वाइन = "वाइन" WINE_DESC = "आप खुशी नहीं खरीद सकते। \ n लेकिन आप शराब खरीद सकते हैं।" C_WOODENDOOR = "लकड़ी का दरवाजा" C_WOODENDOOR_DESC = "केवल आपके पास इस दरवाजे को खोलने के लिए कुंजियाँ \ n है।" C_METALDOOR = "मेटल डोर" C_METALDOOR_DESC = "केवल आपके पास इस दरवाजे को खोलने के लिए कुंजियाँ \ n है।" C_WOODWALL = "लकड़ी का बाड़" C_WOODWALL_DESC = "अंदर की शांति को बाहर रखता है \ n दर्द से बाहर।" C_STONEWALL = "स्टोन वॉल" C_STONEWALL_DESC = "अंदर की शांति को बाहर रखता है \ n दर्द से बाहर।" C_METALWALL = "धातु की दीवार" C_METALWALL_DESC = "अंदर की शांति को बाहर रखता है \ n दर्द से बाहर।" C_WOODWALLWINDOW = "विंडो फ़ेंस" C_WOODWALLWINDOW_DESC = "अंदर की शांति को बाहर रखता है \ n दर्द के बाहर।" C_CAMPFIRE = "कैम्पफ़ायर" C_CAMPFIRE_DESC = "यह आपके कच्चे \ n को खाने योग्य और स्वादिष्ट बना देगा अगर जलाया जाए।" C_WOODCLUB = "वुडन क्लब" C_WOODCLUB_DESC = "पूर्व में एक वास्तविक राय।" C_FISHINGROD = "फ़िशिंग रॉड" C_FISHINGROD_DESC = "समुद्री मछली पकड़ने के लिए समुद्र पर हमला करें।" C_BED = "बेड" C_BED_DESC = "यदि आप इससे दूर हैं तो आप अपने \ nbed पर प्रतिक्रिया देंगे।" C_LOOTBOX = "लूट बॉक्स" C_LOOTBOX_DESC = "अपने आइटम को स्टोर करने के लिए इसे कहीं भी बनाएँ।" C_TESLACOIL = "टेस्ला कॉइल" C_TESLACOIL_DESC = "रेडरों को टोस्ट में बदल देता है। \ n स्वामी पर हमला नहीं करता।" TNT = "विस्फोटक" TNT_DESC = "हैंड स्लॉट \ nto प्लांट में डालें। फिर चलाएं।" 45 = ".45 अम्मो" 45_DESC = string.Empty 9 = "9 मिमी अम्मो" 9_DESC = string.Empty 556 = ".556 अम्मो" 556_DESC = string .Empty 762 = "7.62 मिमी अम्मो" 762_DESC = string.Empty SHELL = =। "12 गेज अम्मो" SHELL_DESC = string.Empty C_ARROW = "तीर अम्मो" C_ARROW_DESC = string.Empty C_STONE = "स्टोन अम्मो" C_STONE_DESC = string.Empty PISTOL = "डेजर्ट कोयल" PISTOL_DESC_DESC REVOLVER = "रिवॉल्वर" REVOLVER_DESC = "रिक को \ nthis बंदूक पसंद होगी।" SMG = "SMG" SMG_DESC = "Pew pew pew" SHOTGUN = "शॉटगन" SHOTGUN_DESC = "बिग बैंग को नए सिरे से परिभाषित" SNIPERRIFLE = "स्निपर राइफल" SNIPERRIFLE_DESC = "यह \ ninto एक संग्रहालय है"। AK47 = "कुलुश्निकिव" AK47_DESC = "एक \ nbad प्रतिकृति की तरह दिखता है।" C_RIFLE = "Shabby Rifle" C_RIFLE_DESC = string.Empty C_REVOLVER = "Shabby Revolver" C_REVOLVER_DESC = string .Empty C_SHOTGUN = "पाइप शॉटगन" C_SHOTGUN_DESC = "अग्नि शमन =" C_SLINGSHOT = "गुलेल" C_SLINGSHOT_DESC = "\ Nvery 13 y / o के लिए पहली पसंद।" C_BOW = "धनुष" C_BOW_DESC = "रॉबिन हूड \ nbe गर्व करेगा।" FIREAXE = "Fire Axe" FIREAXE_DESC = "वास्तव में आग का \ Nmade नहीं" MACHETE = "Machete" MACHETE_DESC = string.Empty KNIFE = चाकू "KNIFE_DESC =" एक चाकू दिवस है! " हमर = "हैमर" HAMMER_DESC = "इसका उपयोग \ nbuildings या वाहनों की मरम्मत के लिए करें।" PLUNGER = "सवार" PLUNGER_DESC = "हथियार का असली राजा।" KATANA = "कटाना" KATANA_DESC = "कोई भी कलम इस तलवार की ताकत नहीं है।" GIANTSWORD = "Giant Sword" GIANTSWORD_DESC = "यह बात हास्यास्पद है।" MUTANT_CLAW = "उत्परिवर्ती भुजा" MUTANT_CLAW_DESC = "बस एक \ n खेल को उधार देना।" UZI = "गैंगस्टा गन" UZI_DESC = "\ nmaximumतमनेस के लिए साइड ग्रिप रखें।" AUTOSHOTGUN = "ऑटो शॉटगन" AUTOSHOTGUN_DESC = "कहर ढाने वाला \ nsince 1951" TOMMYGUN = "प्राचीन गन" TOMMYGUN_DESC = "दादाजी का पसंदीदा" CROWBAR = "क्राउबर" CROWBAR_DESC = "इटालियन गन" कहते हैं। WRENCH_DESC = "मरम्मत के लिए अच्छा है \ n नलिका शिकंजा।" CLEAVER = "क्लीवर" CLEAVER_DESC = "महाराज गड़बड़ मत करो!" C_SPADE = "फावड़ा" C_SPADE_DESC = "डिग छेद को (संयुक्त राष्ट्र) में छिपाएं यह ज! ”
C_STONEHATCHET = "स्टोन हैचेट"
C_STONEHATCHET_DESC = "पत्थरों से निर्मित \ n छड़ी।"
C_KNIFE = "स्क्रैप चाकू"
C_KNIFE_DESC = "पहली पसंद in \ nany जेल ब्रेक।"
C_TORCH = "मशाल"
C_TORCH_DESC = "आप जिस \ ncave आदमी हैं, उसकी तरह दिखें।"
C_MACHETE = "स्क्रैप मैचे"
C_MACHETE_DESC = "मुझे आशा है कि आपको \ nyour tetanus शॉट मिला है।"
